,Facebook Id
9245,184247184951179
9247,100058001203477
9248,104899181071515
9281,100058157344502
9283,100044441889210
9288,100057801261301
9317,100049166963035
9338,114918718567654
9340,100051533290023
9354,100063789331195
9373,115143061835025
9374,185467516158
9378,130550826997499
9398,100058016530316
9405,623986941034524
9441,1592382494343827
9446,100058226133302
9457,150268086431
9506,1148186868548007
9542,100063467495035
9545,100044156147501
9558,100057701455178
9623,100057734573619
9626,100050581355566
9679,100058153208273
9684,411809872264806
9732,100064632491813
9750,100058060180019
9756,100058275720565
9758,100057931877984
9775,336079579760326
9786,100064750234333
9789,145034312203582
9792,100069316085025
9801,100057682586509
9838,100037234845261
9853,264519257797528
9929,100050628843200
10005,533474523458846
10087,886673291349208
10170,691234950977316
10182,100057775943426
10185,256158034576263
10219,171982712161
10281,361664873991054
10320,251431551548640
10325,100079307353726
10342,1874784195921322
10396,116172608444307
10406,1922404448019323
10420,2329878004007113
10421,471254303211375
10427,233665870831
10428,188137094571063
10451,100044399320553
10452,1570587856603616
10482,316420881773627
10485,100064779966311
10488,127966607366083
10492,171282979601166
10493,275580619125258
10495,1908452966054691
10602,100057882888549
10721,1415184705238779
10762,1694416897496723
10765,922160927967774
10806,175277102542956
10812,171330089596251
10846,166391780041935
10847,192276244167005
10876,100044382488014
10907,100068303012635
10911,287221304679275
10967,201783434885
10972,91242332443
10973,232302414749
11170,100526178154625
11184,274952782522250
11203,166704290073245
11620,131575670187401
11684,898745813532950
11723,623299837779408
11727,644569202321287
11830,151317548257407
11909,174019012659430
11913,678954622158994
12012,625951670792005
12382,162435113783448
12385,100046851021058
12516,1002216499971447
12573,100064580838132
12575,140356892649382
12582,115756692672
12587,190909687599011
12588,100064524681022
12589,100069003826398
12599,352345371834023
12605,1203930239705356
12607,100064785365663
12620,100058164097640
12648,100064785397993
12655,100044353243250
12658,155142951215344
12660,100045553860768
12676,1543880409009188
12677,266713503426029
12679,1762517973859844
12681,140361649481870
12686,260173667351992
12692,100064343335562
12697,320888495110794
12699,100057945376978
12725,218360341514924
12743,375647852518816
12756,100047206117582
12774,100046705252329
12812,100069312785410
12813,100046589486575
12814,210159162525663
12815,100057806300244
12819,100064753474376
12835,356594852759
12844,675521259148841
12871,1644575762481734
12888,100057752362097
12889,601292616921824
12900,100063492159826
12922,120983167995168
12937,407553262177
12957,1036138899747327
12960,100064778136568
12977,100064353654166
12979,100063657741649
12993,100064587435427
13007,100058080219102
13018,100058168744858
13019,100063543265408
13038,100036848215985
13042,135683019886631
13112,100044518746062
13146,133020473067
13157,100063689846772
13181,1792837807674084
13217,137850066351562
13231,100026850865243
13249,187413208099090
13250,166900195526
13256,97475561737
13265,100064852300310
13295,160946931268
13319,248208720334
13334,100064580236481
13348,100330573453988
13358,363489257422277
13366,100044388970980
13376,1739984086283778
13380,351115238745224
13396,100057755694466
13446,100057889487933
13499,14215032620
13510,100044718652227
13517,1308118082552989
13534,322556353325
13540,100064533680920
13556,100047017781065
13643,122461804503288
13654,158367801002983
13658,430545893807122
13670,332495826798094
13686,195249067837474
13745,100871050004705
13746,159995157383366
13809,82964989199
13815,1473360066310245
14050,100064370576686
14051,100064440413807
14059,178876278411
14101,100063589122594
14102,100064363736810
14112,216287568717374
14116,100057781880752
14172,280670648777240
14237,122266847936596
14277,53720816770
14284,100064622534014
14325,60501541521
14327,103040192150
14439,996568723867221
14491,140334786403956
14513,127981577263854
14534,100064261766690
14572,185219411513690
14573,100063697744772
14586,455702574594621
14588,770938873025487
14611,100064670412412
14622,573263426080201
14670,54023438758
14687,110660990566861
14698,163998913652833
14706,100064546518177
14719,742295895899415
14742,1747186821982091
14784,100064346847286
14826,669549296522294
14827,106266624409460
14842,100057454214981
14852,101468417536
14919,856907697711250
14921,100063490092475
14922,271212839121
14923,191725740921774
14924,483469715004724
14925,45565239750
14927,143571012406762
15145,422181451150620
15149,100052838221591
15212,107582504352
15269,546764665404905
15383,100063723363565
15391,45465122741
15404,100069204729959
15534,117899972226
15590,115327805213667
15597,100060254719684
15598,1708767116022452
15612,125608621908
15613,302260203206229
15614,100064671585019
15616,100069344974012
15675,109449408709
15684,102244311741620
15870,120697074610532
15943,100064558909320
16146,100063547663894
16164,100062693030175
16692,265030226865255
16703,326426657450157
16737,579711988713427
16738,271964002845637
16739,100057430270041
16740,123188691072236
16741,1068635303199790
16745,124412207579303
16746,100064731784717
16752,1945570688996235
16755,110152185826094
16766,200535053337339
16768,109949301622
16770,100064468491280
16771,582849638419959
16772,100068127888774
16773,253275152033053
16776,1002371496599220
16793,100043869528702
16794,1551419078461019
16796,552652705450143
16808,258200917668759
16812,243810965629494
16821,958185624191507
16826,580047132019267
16829,100057891466695
16839,100063737529895
16865,105908067682903
16910,113167393370861
16913,100069255427659
16938,100064860871619
16968,636189920098322
16996,100063651303139
17002,100064687449577
17042,724351710923759
17053,100024740245127
17060,248946435225847
17061,2863109043717203
17071,100044425604345
17076,2256150547953765
17089,1388074458139492
17104,398704630329982
17106,100064651993426
17125,197063137004164
17130,117007254998518
17154,183192505048713
17159,100058059278389
17161,100063653155560
17164,100064293055473
17176,100063728016326
17189,1050140295115110
17196,395072874032749
17205,637360926340832
17218,100063771872726
17219,111320107666926
17233,259466894173836
17266,100591700418046
17286,541880916021184
17310,604830563348223
17322,141030886082390
17334,139561386100263
17345,112363300504500
17348,339302862796322
17417,309330279538966
17427,100052165937780
17438,154799527870833
17513,454672944662111
17521,100044606161793
17527,101719559873172
17528,100057855889254
17529,279223315445332
17530,209497555757867
17531,456983104312435
17532,100044978349500
17542,100044720970967
17546,100063762065074
17547,100064861171212
17598,100066473927523
17612,1534203510167508
17622,100064407233258
17628,100064529839589
17632,100057696618183
17687,1448788778700512
17689,116125978410985
17723,100063522992769
17788,387922521543921
17790,383303948497051
17793,100058122037131
17810,100064533229008
17833,100058252261515
17840,1861028997480877
17899,100058259581176
17906,100069265232103
17907,195238907175897
17916,516126718445693
17931,103619174838899
17934,105356704669338
17959,202096706467310
17964,100053423683415
17983,100067556936478
18019,332752720455130
18084,100039489187921
18086,100068943468532
18105,905294206258244
18110,100048743383683
18146,1004087553037046
18156,100064668310839
18173,148053425223818
18193,100063610475389
18204,100063989082225
18216,1233223710051830
18217,138809659526934
18219,1101522109903277
18232,100064453222447
18289,361908620585705
18306,100920418670063
18340,100057797782929
18367,100057914507064
18383,198300123605024
18397,467571219973648
18412,113138672032356
18451,100044344963492
18458,100045126560462
18566,100064033270796
18610,104051851741148
18627,100050639642590
18628,160941057275931
18668,100064615633030
18677,103499073084363
18701,100064862072780
18747,100064683637201
18767,562845720846609
18786,376738522450720
18787,134816559915889
18788,714785375284048
18789,459832814161928
18790,236265806775710
18791,1923703174511172
18792,803984743076568
18793,480075065659397
18794,291986800916056
18795,372995689905455
18796,181940015206766
18835,235334949829750
18930,100020289476434
18990,100057890716944
19006,280546009512329
19014,533165873798744
19024,616174265180107
19050,973590829491925
19093,473363533033783
19101,100047298132821
19105,469769156470299
19130,138237429549215
19217,100063858721357
19241,267280763758411
19242,147262485858001
19253,824725777587659
19302,100067120136764
19315,100057981942016
19348,100064506977590
19375,100057778910611
19450,653916591349169
19462,290424140048
19485,719985588078787
19490,447855168675457
19507,1137388789707496
19515,100058247910129
19585,107822394205642
19610,328638833908832
19630,171139829908795
19666,854320487982678
19675,589725821077859
19678,100063504766034
19718,1697978880421391
19753,476036692439032
19949,206600606034969
19951,126013517429824
19979,112950235445707
20227,100063672401494
20276,1405661066351379
20352,100064749214572
20420,185620661469558
20529,419489491531501
20577,331497843991173
20604,1091956967549585
20643,346753072064468
20712,100064442000004
20944,290493361036463
20947,111765414058916
20967,518591248260026
20968,100063549074720
21055,100068815106351
21112,415148788590147
21167,384103652321994
21187,214817271872433
21209,100045119709698
21213,467467670408776
21230,125361880820198
21335,132625256789308
21421,352342261602825
21667,100064587613536
21668,101490364676678
21670,919817838221588
21673,1851614761724879
21674,240521399329747
21676,100069311645403
21683,498760356935572
21686,100058270202801
21687,100057755152492
21694,105894316664
21697,1519643341697654
21705,463786690468612
21710,978923788809103
21711,373514682703979
21712,100047260470536
21719,211938685493884
21722,100047141590259
21726,234695043234715
21728,100064523746131
21738,100058104158519
21742,100069538133970
21743,208111522544707
21745,169890298020
21752,709415992475812
21757,100063657963983
21762,121464648595447
21766,100044369468620
21767,111249172225237
21773,203325603067638
21774,322714918173211
21777,866519013422814
21782,122244014640379
21784,100044149373672
21788,1834377103510089
21812,100044207210454
21829,924160964384337
21830,297330978876
21845,100064740398759
21851,100064653345208
21855,100044982438328
21867,100044456108509
21869,480674352038796
21873,116172818429902
21898,100061274602280
21899,432820480075146
21911,100044304975632
21917,100050393894082
21929,100064605434728
21938,100057964064474
21943,100050226530663
21953,100052993035413
21954,1799081676773951
21959,100057928007229
21963,101809243199339
21975,260264761285
21980,100044169172207
21981,1877619012464952
22010,100044489677152
22028,100064912441190
22030,100057848359527
22037,100069779439163
22039,100047097997873
22049,100047306193072
22081,144984896124191
22088,100057814280864
22116,164672036886329
22121,100044444315956
22133,100044256405059
22162,506800402825813
22196,100064722034670
22201,162292223865889
22226,1523077487975063
22235,543954509070963
22282,50711133250
22293,100053592331068
22310,168201809970275
22356,100051341447705
22357,100044706142875
22366,2279264422124393
22374,1985781511633696
22389,191569697537978
22401,1916599491947327
22408,100052240904986
22426,388578201287370
22435,361621414173061
22457,129527547110041
22502,169644590390
22528,102040108517342
22549,347467805443593
22552,100064698726399
22571,100044537645098
22604,274595359237722
22605,374827222700605
22615,1449091812079308
22628,1811594002459505
22633,100044342743277
22639,100064877640362
22648,100045506342862
22714,119029898294400
22745,100046752110167
22776,120142147997330
22783,1928167144107515
22803,100044562693876
22858,100044284187000
22897,100044096843248
22917,1466206733590918
22972,522207047873225
22985,100063897212805
22991,480191141993935
22997,169511609773865
23005,553502894798481
23008,902637873274110
23018,118615910583
23020,2134686786843905
23038,1120361668075772
23041,201911606649444
23042,153708687976686
23048,100063658282102
23056,186142688612846
23059,120613984619283
23072,1665010176951962
23073,43463168011
23078,100058106108639
23082,304644643183
23097,184984674880475
23128,105402103128736
23153,1728855987402429
23154,113921498717301
23159,100068921721484
23174,1501816323223828
23187,896461273764575
23188,100064957291076
23196,107087785174
23209,531352000723881
23240,33051884905
23263,100057729803821
23267,134331599951088
23274,100063713551610
23276,131208410245077
23285,673794602791835
23289,100050220561112
23302,536278563065403
23304,175621162572152
23305,895682620573611
23344,384706771684631
23346,100064391271845
23347,272852766158582
23355,100064468249352
23390,407779849406179
23407,1552446251513705
23445,108149265893879
23450,254250642043
23451,98962692075
23470,279049302266822
23476,120379948000868
23479,559291154217804
23518,712686852179599
23524,1405951402949946
23543,100064545738699
23565,100057313193908
23592,189786934379658
23594,727909320656724
23688,629956270376605
23696,100063569349342
23711,109053842510142
23741,109484857208564
23751,105428768074692
23785,100069100724295
23794,1850876215168033
23803,2083683961898430
23826,100043303548899
23830,101554913218815
23898,194098653997876
23945,100070915567605
24020,102636367985294
24046,104754247832456
24106,100046937628255
24141,195317664147639
24154,141010779304825
24186,100068618851387
24203,289023721255309
24208,100063465283779
24218,100069314855286
24270,100058209273998
24287,1337670976318279
24333,111644508872262
24362,766690306792429
24460,100044518775894
24467,53490788470
24492,109387043748301
24503,100026094256946
24504,191853327588152
24523,19466767453
24539,100066412157453
24552,100064380893984
24785,634851359987431
24787,452840221753998
24797,1563693753848369
24803,1544246139127163
24811,158677447540388
24835,100057962834181
24856,100063870960030
24861,100044624700434
24939,1475415482683211
24955,100067699240548
25036,100045359510404
25040,107926992577516
25096,143311352379745
25164,178757502156824
25250,212022698956869
25273,1122829854473026
25278,141733112555252
25291,100063930044489
